City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
villa maria,40,CO,1569209717,87,4.5,-74.09,298.15,1.5
miyako,75,JP,1569209718,73,33.63,130.94,297.15,5.1
mayo,40,CA,1569209718,65,63.59,-135.9,280.15,1
morros,40,BR,1569209718,83,-2.87,-44.04,299.15,4.1
saint-joseph,90,FR,1569209718,100,43.56,6.97,292.15,0.5
wanning,53,AT,1569209718,93,48.64,13.53,285.37,1
vallenar,0,CL,1569209719,85,-28.58,-70.76,281.4,0.63
dalton,1,US,1569209719,68,34.77,-84.97,296.48,1.56
xinzhi,75,TW,1569209719,66,22.54,120.62,303.15,3.6
omis,100,HR,1569209719,82,43.44,16.69,293.15,5.7
ilhabela,100,BR,1569209720,74,-23.78,-45.36,292.1,5.88
orcopampa,100,PE,1569209720,80,-15.27,-72.34,276.4,3.29
kuala terengganu,75,MY,1569209460,66,5.33,103.14,304.15,1
alofi,78,NU,1569209720,53,-19.06,-169.92,296.15,5.7
ukiah,1,US,1569209720,60,39.15,-123.21,294.26,1.5
santa isabel do para,,,,,,,,
ponnani,40,IN,1569209720,74,10.77,75.93,302.15,1.5
teya,75,MX,1569209720,94,21.05,-89.07,299.26,2.34
senador jose porfirio,1,BR,1569209721,67,-2.59,-51.95,300.8,2.2
orange,1,US,1569209721,68,33.79,-117.85,299.82,2.1
ara,0,AM,1569209721,70,40.46,44.37,280.37,1.5
santa barbara,1,US,1569209473,88,34.42,-119.7,295.37,2.1
feira nova,75,BR,1569209721,94,-7.95,-35.39,296.15,1.5
saint-georges,100,CA,1569209549,20,46.12,-70.67,297.59,1.34
codrington,40,AU,1569209721,30,-28.95,153.24,304.15,5.1
maldonado,0,UY,1569209722,81,-34.91,-54.96,280.15,2.6
awbari,0,LY,1569209722,36,26.59,12.77,297.1,4.28
mergui,,,,,,,,
qinhuangdao,0,CN,1569209722,24,39.94,119.59,300,1.98
lolua,,,,,,,,
sakakah,,,,,,,,
bubaque,100,GW,1569209722,82,11.28,-15.83,300.4,5.93
diffa,0,NE,1569209709,24,13.32,12.61,303,3.02
atbasar,0,KZ,1569209723,69,51.81,68.36,280.6,8.08
kavaratti,40,IN,1569209723,79,10.57,72.64,302.15,2.1
bulnes,0,CL,1569209723,76,-36.74,-72.3,285.93,3.1
padra,75,IN,1569209723,88,22.24,73.09,300.15,2.41
suzun,100,RU,1569209723,69,53.78,82.32,288,6.95
caravelas,35,BR,1569209723,85,-17.73,-39.27,295.8,2.31
barentu,0,ER,1569209724,89,15.11,37.59,294,1.42
nchelenge,0,ZM,1569209724,47,-9.35,28.74,293.1,0.86
kandrian,93,PG,1569209724,91,-6.21,149.55,298.5,2.33
chifeng,0,CN,1569209724,23,42.27,118.96,297.6,4.36
port augusta,57,AU,1569209696,54,-32.49,137.76,289.26,4.1
muriti,0,TZ,1569209724,73,-1.99,32.93,297,6.69
high level,75,CA,1569209724,44,58.52,-117.13,289.15,1
monticello,90,US,1569209456,94,40.03,-88.57,295.93,4.6
eureka,75,US,1569209463,93,40.8,-124.16,289.82,3.6
rodrigues alves,0,BR,1569209725,94,-7.74,-72.65,298.15,0.67
pozo colorado,81,PY,1569209725,21,-23.49,-58.8,294.9,3.83
aksehir,0,TR,1569209725,42,38.36,31.42,278.4,0.49
oistins,40,BB,1569209725,83,13.07,-59.53,301.15,8.2
marsh harbour,100,BS,1569209725,80,26.54,-77.06,299,8.72
cafelandia,0,BR,1569209726,66,-21.8,-49.61,291.1,7.7
beidao,96,CN,1569209726,53,34.57,105.89,289.6,1.55
cagayan de tawi-tawi,,,,,,,,
salalah,75,OM,1569209726,74,17.01,54.1,300.15,2.6
san fernando,40,TT,1569209726,94,10.28,-61.46,298.15,7.66
tayshet,0,RU,1569209726,68,55.94,98.01,287.7,4.76
mountain home,20,US,1569209520,44,43.13,-115.69,293.15,3.6
abalak,0,NE,1569209727,17,15.46,6.28,303.8,3.1
berbera,,,,,,,,
camacha,20,PT,1569209727,88,33.08,-16.33,293.15,2.1
juliaca,74,PE,1569209727,67,-15.49,-70.13,279.2,1.44
bonnyville,20,CA,1569209727,67,54.27,-110.74,288.15,2.49
iranshahr,0,IR,1569209727,28,27.21,60.69,302.15,2.1
saint-augustin,75,CA,1569209728,64,45.63,-73.98,299.26,5.1
harboore,63,DK,1569209728,87,56.62,8.18,287.15,7.7
pangnirtung,0,CA,1569209728,70,66.15,-65.72,268.4,1.68
brejo santo,20,BR,1569209728,39,-7.49,-38.99,301.15,3.6
eldikan,,,,,,,,
curvelo,64,BR,1569209728,52,-18.76,-44.43,297,5.89
lasa,20,CY,1569209728,82,34.92,32.53,293.15,0.7
yerbogachen,100,RU,1569209729,58,61.28,108.01,278.1,1.22
andrews,1,US,1569209729,73,32.32,-102.55,300.15,1.5
eydhafushi,100,MV,1569209729,80,5.1,73.07,301.3,8.47
veselynove,0,UA,1569209729,71,47.36,31.24,283.15,1
owando,32,CG,1569209729,94,-0.49,15.91,294.9,0.96
vostok,0,RU,1569209729,46,46.45,135.83,291,1.48
buritis,53,BR,1569209596,38,-15.62,-46.42,298.3,2.05
techiman,99,GH,1569209730,98,7.58,-1.94,294.1,1.6
kirkuk,0,IQ,1569209730,19,35.47,44.4,291.8,1.44
castelbuono,37,IT,1569209730,57,37.93,14.09,299.26,4.8
verkhnevilyuysk,18,RU,1569209730,63,63.45,120.31,278.6,4.51
saint-alexandre,0,FR,1569209730,87,44.23,4.62,288.15,5.1
sundargarh,75,IN,1569209731,83,22.12,84.04,302.15,1
piryion,,,,,,,,
gornopravdinsk,100,RU,1569209731,85,60.06,69.92,275.7,6.68
flagstaff,1,US,1569209731,25,35.2,-111.65,288.71,4.01
abnub,0,EG,1569209731,68,27.27,31.15,294.15,4.1
rockland,90,CA,1569209731,53,45.55,-75.29,298.71,7.2
nuuk,1,GL,1569209731,93,64.17,-51.74,275.15,2.6
luanda,75,AO,1569210094,94,-8.83,13.24,295.15,0.5
russell,1,US,1569209732,77,38.9,-98.86,290.93,3.1
lazaro cardenas,40,MX,1569209732,78,28.39,-105.62,295.15,4.1
illela,66,NG,1569209732,60,12.25,4.3,301.1,3.02
sadiqabad,0,PK,1569209732,37,28.31,70.13,307,2.44
belaya gora,0,RU,1569209732,41,68.54,146.19,277.5,2.44
nouadhibou,0,MR,1569209655,73,20.93,-17.03,296.15,8.2
shostka,0,UA,1569209732,92,51.86,33.47,274.6,2.98
aksarka,100,RU,1569209733,97,66.56,67.8,273.3,13.89
avera,1,US,1569209733,73,33.19,-82.53,296.15,1.5
hunza,,,,,,,,
gewane,70,ET,1569209733,51,10.16,40.66,300.7,3.19
manavalakurichi,40,IN,1569209733,83,8.13,77.3,301.15,2.6
geresk,,,,,,,,
aklavik,90,CA,1569209733,100,68.22,-135.01,277.15,3.1
tefe,100,BR,1569209607,94,-3.35,-64.71,296.4,1.35
kenai,90,US,1569209725,71,60.55,-151.26,284.15,5.1
altay,0,CN,1569209734,22,47.83,88.13,291.9,3.38
mackenzie,20,CA,1569209734,50,55.34,-123.09,284.15,3.1
port pirie,63,AU,1569209734,54,-33.18,138.01,288.15,4.1
panjab,0,AF,1569209734,19,34.38,67.02,281.2,2.48
merauke,100,ID,1569209735,83,-8.49,140.4,299.3,8.57
poronaysk,0,RU,1569209735,50,49.22,143.1,290.8,6.04
dingle,22,PH,1569209735,67,11,122.67,303.3,1.64
zamora,98,ES,1569209507,93,41.51,-5.74,285.37,1.5
emerald,30,AU,1569209735,30,-23.53,148.16,303.15,3.1
santana do livramento,0,BR,1569209437,77,-30.89,-55.53,281.1,5.43
pushchino,75,RU,1569209735,77,54.83,37.61,276.15,5
baykit,85,RU,1569209735,77,61.68,96.39,277.8,5.83
wamba,99,CD,1569209736,97,2.14,27.99,292.4,0.54
carai,43,BR,1569209736,84,-17.19,-41.69,291.5,2.51
oranjestad,20,AW,1569209510,83,12.52,-70.03,301.15,1
havelock,1,US,1569209709,77,34.88,-76.9,295.15,1.48
palembang,78,ID,1569209736,46,-2.99,104.76,306.3,2.78
quchan,67,IR,1569209736,90,37.11,58.51,281.4,6.84
buta,0,CD,1569209736,89,2.79,24.73,293.9,0.69
hammerfest,75,NO,1569209737,73,70.66,23.68,276.15,8.2
potgietersrus,,,,,,,,
bonavista,67,CA,1569209737,79,48.65,-53.11,285.37,9.83
beira,0,ES,1569209737,82,43.2,-8.36,290.93,2.6
isangel,75,VU,1569209737,50,-19.55,169.27,299.15,6.2
baeza,100,ES,1569209737,69,37.99,-3.47,288.71,0.52
makakilo city,90,US,1569209738,66,21.35,-158.09,303.15,5.1
tutoia,9,BR,1569209738,95,-2.76,-42.27,295.3,0.69
riviere-au-renard,75,CA,1569209738,69,49,-64.4,296.15,6.2
mayumba,100,GA,1569209738,85,-3.44,10.65,297.4,4.29
aswan,0,EG,1569209738,36,24.09,32.9,299.15,3.6
tupik,0,RU,1569209738,52,54.43,119.94,281.5,4.9
xifeng,0,CN,1569209739,48,42.73,124.72,292.9,1.87
kaspiyskiy,23,RU,1569209739,53,45.39,47.37,286.3,7.75
gander,75,CA,1569209739,66,48.95,-54.61,286.15,9.8
cap malheureux,75,MU,1569209739,88,-19.98,57.61,295.93,8.7
ossora,100,RU,1569209739,84,59.24,163.07,280,0.77
buin,0,CL,1569209735,66,-33.73,-70.74,285.15,3.1
gotsu,75,JP,1569209739,94,35.01,132.22,293.15,1.5
srednekolymsk,39,RU,1569209740,49,67.46,153.71,275.5,4.56
taltal,13,CL,1569209740,86,-25.41,-70.49,284.5,0.35
disna,,,,,,,,
derzhavinsk,0,KZ,1569209740,55,51.1,66.31,282.2,9.09
pamplonita,75,CO,1569209740,100,7.44,-72.64,296.15,3.1
mareeba,75,AU,1569209740,51,-16.99,145.42,302.15,7.7
green valley,90,US,1569209690,94,40.41,-89.64,296.48,2.1
marsaxlokk,40,MT,1569209741,88,35.84,14.54,298.15,4.1
antofagasta,90,CL,1569209741,87,-23.65,-70.4,287.15,2.6
yulara,91,AU,1569209741,19,-25.24,130.99,294.15,8.2
hualmay,99,PE,1569209741,93,-11.1,-77.61,289.4,6.74
langxiang,0,CN,1569209741,59,46.95,128.87,290.9,2.79
amahai,7,ID,1569209741,76,-3.31,129,299.3,4.14
komsomolskiy,100,RU,1569209742,73,67.55,63.78,274.1,8.85
