City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
ankazoabo,0,MG,1569033264,64,-22.29,44.51,289.56,1.73
maniitsoq,100,GL,1569033264,94,65.42,-52.9,277.16,13.68
kapoeta,,,,,,,,
valpacos,78,PT,1569033264,92,41.61,-7.31,287.04,1.67
yulara,0,AU,1569033264,26,-25.24,130.99,288.15,3.6
abu samrah,0,SY,1569033264,85,35.3,37.18,289.86,3.75
tomatlan,48,MX,1569033265,84,19.93,-105.25,300.16,6.48
borba,0,BR,1569033265,52,-4.39,-59.59,300.06,0.87
chickasha,90,US,1569033210,94,35.05,-97.94,296.15,4.6
tasiilaq,41,GL,1569032726,84,65.61,-37.64,276.15,1
karaul,,,,,,,,
ambon,0,FR,1569032755,48,47.55,-2.56,293.15,4.6
shahrud,0,IR,1569033265,33,36.42,54.97,287.46,2.09
raudeberg,6,NO,1569033265,81,61.99,5.14,285.93,3.1
rolla,90,US,1569033216,83,37.95,-91.77,297.04,4.6
mahon,75,IE,1569033266,87,51.89,-8.4,288.15,8.2
purificacion,90,CO,1569033266,100,3.86,-74.93,293.15,2.1
klyuchi,100,RU,1569033266,45,52.25,79.17,287.16,1.91
kota tinggi,75,MY,1569033266,74,1.73,103.9,303.15,2.6
kargasok,0,RU,1569033266,68,59.06,80.87,279.26,5.26
mahanoro,84,MG,1569033266,88,-19.9,48.8,290.36,0.93
shakawe,0,BW,1569033267,15,-18.36,21.84,287.36,1.87
ruatoria,,,,,,,,
navahrudak,94,BY,1569033267,79,53.59,25.82,276.96,2.93
grants,1,US,1569033267,35,35.15,-107.85,289.15,2.1
ilyich,100,RU,1569033267,99,44.09,41.37,279.16,1.74
conceicao da barra,28,BR,1569033078,86,-18.59,-39.73,294.56,2.42
vitim,100,RU,1569033267,77,59.44,112.57,287.06,5.85
litoral del san juan,,,,,,,,
canete,90,IT,1569033267,100,46.33,9.49,286.15,0.5
gizo,20,IL,1569033268,73,31.8,34.94,297.15,2.6
bhainsdehi,100,IN,1569033268,91,21.65,77.63,296.26,3.33
mount isa,90,AU,1569033268,27,-20.73,139.49,298.15,5.1
christchurch,0,NZ,1569033208,58,-43.53,172.64,289.26,6.2
vysokogornyy,64,RU,1569033268,46,50.1,139.13,287.06,1.2
alta floresta,86,BR,1569033268,27,-9.87,-56.08,303.26,1.37
chimbote,98,PE,1569033269,92,-9.08,-78.59,288.76,4.92
murgab,0,TM,1569033269,63,37.5,61.97,291.15,4.34
brae,0,GB,1569033269,93,60.4,-1.35,285.15,0.5
yar-sale,92,RU,1569033269,70,66.83,70.83,275.96,8.66
verkhnyaya toyma,99,RU,1569033269,93,62.24,45,274.06,3.3
conde,42,BR,1569033269,97,-11.81,-37.61,292.96,1.36
elko,75,US,1569033269,62,40.83,-115.76,284.15,2.39
bulawayo,0,ZW,1569033270,68,-20.16,28.59,284.96,2.89
wapakoneta,20,US,1569033243,83,40.57,-84.19,296.48,2.1
tura,33,RU,1569032731,74,64.27,100.22,279.96,9.86
dakar,40,SN,1569033121,88,14.69,-17.45,300.15,5.1
comodoro rivadavia,0,AR,1569033270,43,-45.87,-67.48,283.15,11.3
abiy adi,,,,,,,,
makrana,0,IN,1569033270,67,27.04,74.73,300.96,3.53
antofagasta,20,CL,1569032750,93,-23.65,-70.4,285.15,4.6
lluta,0,PE,1569033270,43,-16.02,-72.01,286.15,1
poronaysk,100,RU,1569033271,57,49.22,143.1,287.36,2.83
beringovskiy,0,RU,1569033023,57,63.05,179.32,277.36,8.26
herat,0,AF,1569033271,34,34.35,62.22,291.15,0.39
saubara,20,BR,1569033271,65,-12.74,-38.77,299.15,7.2
ndele,,,,,,,,
manzanillo,75,MX,1569033271,78,19.05,-104.32,301.15,3.17
gat,40,SN,1569033271,78,14.69,-16.54,299.15,4.1
gorno-chuyskiy,,,,,,,,
jiazi,0,CN,1569033272,66,19.61,110.49,302.15,5
meadow lake,10,CA,1569033272,94,54.13,-108.44,281.96,1.55
havre-saint-pierre,20,CA,1569033272,62,50.23,-63.6,286.15,2.6
santa marta,40,CO,1569033272,78,11.24,-74.21,301.15,3.6
ghanzi,0,BW,1569033272,13,-21.7,21.65,289.66,3.87
marienburg,0,DE,1569032758,93,52.12,9.98,280.93,1.5
tamiahua,0,MX,1569033272,83,21.28,-97.45,301.46,3.97
rawlins,90,US,1569033273,37,41.79,-107.24,287.15,9.8
esperance,75,AU,1569033273,81,-33.86,121.89,285.15,3.6
marsala,0,IT,1569033273,88,37.8,12.44,295.15,7.26
kindu,100,CD,1569033273,98,-2.95,25.92,294.16,0.85
kapuskasing,75,CA,1569033273,100,49.42,-82.43,286.15,1.5
palana,0,RU,1569033273,62,59.08,159.95,280.46,8.34
saint-leu,75,RE,1569033043,82,-21.15,55.28,294.15,9.8
saint george,75,GR,1569032739,82,39.45,22.34,290.15,0.91
champerico,75,MX,1569033274,69,16.38,-93.6,299.15,5.7
illapel,0,CL,1569033274,87,-31.63,-71.17,280.56,1.79
thunder bay,90,CA,1569032667,100,48.41,-89.26,289.82,4.6
namibe,89,AO,1569033274,85,-15.19,12.15,291.26,5.2
aswan,0,EG,1569033274,37,24.09,32.9,302.15,5.1
armizonskoye,89,RU,1569033274,83,55.95,67.67,279.46,2.29
san quintin,79,PH,1569032738,66,17.54,120.52,300.96,2.55
fujin,100,CN,1569033275,90,47.24,132.03,282.66,1.64
portland,1,US,1569033218,63,43.66,-70.25,292.15,2.1
galgani,,,,,,,,
batemans bay,100,AU,1569033275,85,-35.71,150.18,291.48,8.05
orlik,75,PL,1569033172,93,53.95,17.74,285.15,3.6
saleaula,,,,,,,,
sabang,100,PH,1569033275,73,13.8,121.11,303.15,0.45
riberalta,0,BO,1569033275,71,-11,-66.08,298.46,0.75
ulaangom,26,MN,1569032767,28,49.98,92.07,293.06,1.12
worland,1,US,1569033276,76,44.02,-107.96,284.26,6.96
deputatskiy,62,RU,1569032768,73,69.3,139.9,273.66,1.87
yumbe,78,UG,1569033276,95,3.47,31.25,290.76,2.55
itoman,90,JP,1569033276,88,26.12,127.67,298.15,15.9
kutum,28,SD,1569033055,38,14.2,24.66,298.36,1.41
jablah,40,SY,1569033276,77,35.36,35.93,294.15,3.1
saint anthony,90,US,1569032734,93,43.97,-111.68,282.15,1.5
chimbarongo,0,CL,1569033276,57,-34.71,-71.04,284.15,2.6
atagay,70,RU,1569033276,67,55.1,99.39,288.76,4.53
nogliki,25,RU,1569033277,63,51.8,143.14,286.86,3.27
nemuro,75,JP,1569032763,63,43.32,145.57,290.15,0.5
sosnovka,77,RU,1569033277,95,53.23,41.37,276.56,2.36
mezen,100,RU,1569033277,84,65.85,44.24,276.86,5.81
coos bay,1,US,1569033277,77,43.37,-124.22,291.15,3.6
ippy,100,CF,1569033277,97,6.26,21.2,292.86,0.6
beitbridge,0,ZA,1569033277,64,-22.21,29.99,290.26,3.66
da nang,,,,,,,,
bolu,100,TR,1569033278,91,40.73,31.61,282.56,2.02
bargal,,,,,,,,
kikwit,100,CD,1569033278,90,-5.04,18.82,295.26,3.52
kieta,91,PG,1569033278,78,-6.22,155.63,301.06,5.15
novoleushkovskaya,100,RU,1569033278,88,45.99,39.99,282.76,3.88
tabas,0,IR,1569033278,17,33.6,56.92,298.15,2.1
napoleon,1,US,1569033279,88,41.39,-84.13,296.48,0.76
wageningen,0,NL,1569033279,81,51.98,5.66,285.37,1
wahran,,,,,,,,
namatanai,44,PG,1569032738,74,-3.66,152.44,300.86,1.03
leh,89,IN,1569033279,30,34.16,77.58,276.76,2.64
buariki,,,,,,,,
coffs harbour,90,AU,1569033097,82,-30.3,153.13,297.15,7.7
ajdabiya,0,LY,1569033279,79,30.75,20.22,297.16,4.76
azare,0,NG,1569033279,64,11.67,10.19,296.56,2.68
taksimo,76,RU,1569033280,77,56.36,114.84,282.86,2.74
chimoio,0,MZ,1569033280,93,-19.11,33.48,289.15,0.46
rocha,0,UY,1569033280,62,-34.48,-54.34,281.66,4.54
longkou,78,CN,1569033280,58,37.64,120.47,296.06,7.17
paamiut,100,GL,1569032723,90,61.99,-49.67,277.66,14.58
girne,,,,,,,,
north platte,1,US,1569033280,61,41.12,-100.77,298.15,8.2
beidao,0,CN,1569033281,43,34.57,105.89,289.76,2.3
floro,6,NO,1569033281,81,61.6,5.03,285.93,3.1
milkovo,0,BG,1569033281,76,41.53,24.68,288.71,2.1
broome,0,GB,1569032731,93,52.47,1.45,289.82,3.6
cururupu,22,BR,1569033281,95,-1.82,-44.87,295.96,1.69
wenling,100,CN,1569033281,60,28.38,121.38,302.04,5.85
mayo,90,CA,1569033088,71,63.59,-135.9,283.15,5.1
sistranda,75,NO,1569033281,87,63.73,8.83,285.93,14.9
lorengau,96,PG,1569032730,75,-2.02,147.27,300.96,0.14
san lorenzo,52,HN,1569033282,87,13.43,-87.45,296.86,0.68
alice springs,0,AU,1569033057,24,-23.7,133.88,289.15,7.2
pauini,33,BR,1569033282,60,-7.71,-67,300.96,1.2
bani,100,YE,1569033282,73,16.02,42.93,303.86,1.54
kupang,20,ID,1569033282,61,-10.16,123.6,300.15,3.6
lapua,90,FI,1569033282,100,62.97,23.01,278.71,1.5
noumea,0,NC,1569033283,50,-22.28,166.46,299.15,10.8
sawtell,90,AU,1569033283,82,-30.38,153.1,297.15,7.7
clyde river,90,CA,1569033283,100,70.47,-68.59,275.15,9.3
sao joao dos patos,9,BR,1569033283,30,-6.5,-43.7,300.06,2.81
chapleau,75,CA,1569033283,100,47.85,-83.4,289.15,1
bone,0,DE,1569033284,87,51.97,12.14,282.04,3.1
hajnowka,100,PL,1569033284,80,52.74,23.58,281.48,3.98
aasiaat,100,GL,1569033284,80,68.71,-52.87,277.56,7.88
chifeng,0,CN,1569033223,38,42.27,118.96,290.56,1.11
chincholi,60,IN,1569033284,76,17.47,77.42,298.16,2.67
pemba,67,MZ,1569033284,92,-12.97,40.52,294.36,4.76
svobodnyy,96,RU,1569033284,97,53.85,40.53,278.15,2.35
lander,20,US,1569033285,37,42.83,-108.73,286.48,3.6
morecambe,0,GB,1569033285,80,54.07,-2.87,288.15,5.36
los llanos de aridane,0,ES,1569033285,68,28.66,-17.92,295.15,1.5
banamba,46,ML,1569033285,81,13.55,-7.45,297.16,2.97
kawalu,70,ID,1569033168,62,-7.38,108.21,298.16,2.41
wiarton,40,CA,1569033285,87,44.74,-81.13,290.93,1.5
lady lake,1,US,1569033285,88,28.92,-81.92,298.15,3.06
kenai,90,US,1569032726,71,60.55,-151.26,286.48,2.1
katsina,0,NG,1569033286,66,12.99,7.6,298.46,3.3
lasa,0,CY,1569033286,72,34.92,32.53,293.15,4.1
winslow,2,GB,1569033286,76,51.94,-0.88,287.15,4.1
byron bay,90,AU,1569032740,78,-28.65,153.62,299.15,7.7
tatarsk,4,RU,1569033286,74,55.22,75.96,281.96,3.24
port hedland,0,AU,1569033287,8,-20.31,118.58,300.15,9.3
nicoya,75,CR,1569033287,100,10.15,-85.45,297.15,3.6
bolungarvik,,,,,,,,
zyryanka,88,RU,1569033287,47,65.73,150.89,278.46,1.23
caravelas,31,BR,1569032750,81,-17.73,-39.27,296.36,4.78
port blair,99,IN,1569032601,80,11.67,92.75,300.66,6.32
rajshahi,0,BD,1569033287,63,24.37,88.59,304.06,1.26
abha,0,SA,1569033287,29,18.22,42.5,291.15,3.1
ahipara,0,NZ,1569033288,67,-35.17,173.16,294.26,5.42
taft,1,US,1569033288,74,27.98,-97.4,303.15,7.7
deer lake,40,CA,1569033288,76,49.18,-57.43,285.15,5.7
shingu,75,JP,1569032729,69,33.72,135.99,299.15,2.1
falam,76,MM,1569033288,60,22.91,93.68,298.66,0.85
baykit,100,RU,1569033288,85,61.68,96.39,278.66,6.17
sabinopolis,9,BR,1569033288,65,-18.67,-43.08,290.56,0.75
semirom,0,IR,1569033288,28,31.41,51.57,284.26,0.53
hebertville,,,,,,,,
monrovia,75,LR,1569033289,94,6.33,-10.8,298.15,5.95
san nicolas,100,PH,1569033289,78,16.07,120.76,301.16,6.54
kazalinsk,,,,,,,,
konitsa,0,GR,1569033289,87,40.04,20.75,285.15,2.39
khor,100,RU,1569033289,75,47.88,134.96,286.06,1.8
mende,0,FR,1569033289,95,44.52,3.5,283.26,2.77
constantine,40,DZ,1569033290,60,36.36,6.61,296.15,1.5
sola,37,TZ,1569033290,58,-3.17,33.8,293.06,3.84
norsup,75,VU,1569033290,65,-16.07,167.38,300.15,7.2
kerrville,40,US,1569033290,65,30.05,-99.14,301.15,4.6
